id,translation
20,"{'ca': ""-O-o-o Tom! Sentí una fressa lleu al darrera, i es gira a temps per a agafar un petit minyó per l'extrem de son gec, i aturar la seva fugida. -Té!"", 'nl': 'Wacht! daar hoort ze plotseling een licht gedruisch achter zich en zij keert zich om juist bijtijds om een jongen bij de panden van zijn buisje te vatten en hem het ontkomen te beletten.'}"
21,"{'ca': 'Hauria hagut de pensar en aquest recambró.', 'nl': '""Wel, ik had er aan moeten denken dat je in de provisiekast zoudt zitten,"" zeide zij.'}"
22,"{'ca': 'Que hi féieu, aquí dins?', 'nl': '""Wat heb je daar gedaan?""'}"
23,"{'ca': '-Res.', 'nl': '""Niets, tante.""'}"
24,"{'ca': '-Res!', 'nl': '""Niets?'}"
25,"{'ca': 'Mireu-vos les mans i mireu-vos la boca.', 'nl': 'Kijk eens naar je handen en je mond!'}"
26,"{'ca': 'Que és, aquesta brutor?', 'nl': 'Waarom kleven die zoo?""'}"
27,"{'ca': '-No ho sé, tia.', 'nl': '""Dat weet ik niet, tante.""'}"
28,"{'ca': '-Bé, jo sí, que ho sé.', 'nl': '""Nu, ik wel.'}"
29,"{'ca': 'És melmelada: vet aquí el que és.', 'nl': 'Er zit gelei aan.'}"
30,"{'ca': 'Us he dit quaranta vegades que si no deixaveu la melmelada tranquila us llevaria la pell.', 'nl': 'Heb ik je niet honderdmaal gezegd, dat je voor de broek zoudt hebben, als je gelei snoepte.'}"
31,"{'ca': 'Deu-me aquell fuet.', 'nl': 'Geef mij die roede eens aan.""'}"
32,"{'ca': ""El fuet fou brandat per l'aire. El perill era desesperat."", 'nl': 'De roede werd in de lucht gezwaaid en was op het punt on op den jongen neer te komen, toen hij uitriep:'}"
33,"{'ca': '-Ui! Mireu al darrera vostre, tia!', 'nl': '""Tante, kijk eens achter u!""'}"
34,"{'ca': ""La vella senyora es gira arremolinadament, i arrabassa les faldilles cap enfora de l'amenaça; i el minyó fugí tot seguit, s'enfila damunt el clos d'altes estaques, i desaparegué a l'altra banda."", 'nl': 'De oude dame draaide zich om en legde de roede neer om een partij hemden te redden, die zij op de haag te drogen had gehangen en die, door haar ijver om parate executie te houden, op den grond waren gevallen. De jongen maakte van de gelegenheid gebruik om over de schutting te klauteren en was in een ommezien verdwenen.'}"
35,"{'ca': 'La tia Polly romangué sorpresa un moment i en acabat esclatá en una dolça rialla.', 'nl': 'Tante stond hem een oogenblik beteuterd na te kijken en barstte toen in lachen uit.'}"
36,"{'ca': ""-Diastre de noi! Mireu's que és prou, que jo mai pugui escarmentar!"", 'nl': '""Die duivelsche jongen!'}"
37,"{'ca': ""No m'ha fet prou martingales, perque ara m'emprengui de sotjar-lo?"", 'nl': ""Zal ik dan nooit wijzer worden Het spreekwoord heeft gelijk: 'Hoe ouder, hoe gekker.'""}"
38,"{'ca': 'Pero un vell ximple és el pitjor dels ximples. Un gos vell no apren cap traça nova, com diu la dita.', 'nl': 'Een ouden hond kan men geen nieuwe kunsten leeren.'}"
39,"{'ca': ""Tanmateix, en nom de Déu, ell no s'empesca mai les mateixes coses dues vegades seguides; i com pot coneixer un hom la que ha de venir?"", 'nl': ""Elken dag verzint de jongen iets anders; maar wie kan dat allemaal vooruit weten? 't Is alsof hij voelt hoe lang hij mij plagen kan vóórdat ik kwaad word.""}"
40,"{'ca': ""Sembla talment que sapiga per quant de temps podra de consumir-me les sangs sense que m'arribi a arborar, i sap que, si arriba a aconseguir de deixar-me en bitza per un minut o fer-me riure, jo m'aplaco i no puc ventar-li patacada."", 'nl': 'En als ik dan eindelijk boos ben, brengt hij mij een oogenblik van het onderwerp af of laat mij lachen, en voorbij is het; hij glijdt mij onder de vingers weg, voordat ik hem kan straffen.'}"
41,"{'ca': 'No hi compleixo pas la meva obligació amb aquest noi; i aquesta és la santa veritat, Déu ho sap.', 'nl': 'Ik doe mijn plicht niet aan dien jongen, zoo waar als ik leef.'}"
42,"{'ca': 'Planyer el bastó malmet el minyó, com diu la Bíblia.', 'nl': ""Staat er niet geschreven: 'Die de roede spaart, bederft het kind.'""}"
43,"{'ca': ""Deixo que el pecat s'amuntegui, i pago la pena per tots dos, massa que ho veig."", 'nl': 'Ik vergroot ons beider zonde en lijden.'}"
44,"{'ca': 'És un vailet endimoniat; pero, caram!, és el noi de la meva germana morta, pobrissona!, i no tinc cor de ventar-li fuetada, sigui com sigui.', 'nl': 'Hij is gansch en al bedorven. Maar, helaas het arme schaap is het eigen kind van mijne zuster zaliger ik kan het niet over mij verkrijgen hem te slaan.'}"
45,"{'ca': ""Cada vegada que el deixo anar, la consciencia em puny de allo més; i cada vegada que l'aporrino el cor se'm trenca."", 'nl': 'Ieder keer, dat ik hem niet straf, klaagt mijn geweten mij aan en ieder keer dat ik hem slaag geef, breekt mij het hart.'}"
46,"{'ca': ""Tanmateix, home nat de dona és de pocs dies i ple de tribulacions, com diu l'Escriptura, i és la massíssima veritat."", 'nl': 'Wat zal er van hem worden?'}"
47,"{'ca': 'Fara campana aquesta tarda, i no tindré més remei que fer-lo treballar dema, per a castigar-lo.', 'nl': 'Zoo zal hij voor galg en rad opgroeien?'}"
48,"{'ca': 'És ben dur de fer-lo treballar els dissabtes, quan tots els minyons fan festa; pero ell té més rancúnia al treball que a cap altra cosa, i, no hi ha més, he de complir amb ell una mica de la meva obligació, o seré la seva ruina.', 'nl': 'Hij zal van middag zeker weer gaan strijken en dan zal ik, om te straffen, hem morgen moeten laten werken. \'t Is vreeselijk hard om hem op Zaterdag aan den arbeid te zetten, als andere jongens vacantie hebben maar ik moet ten minste mijn plicht doen, of ik zal het kind nog tot bederf worden.""'}"
49,"{'ca': 'Tom va fer campana, i va passar una gentil estona.', 'nl': 'Tom bleef uit school en had een prettigen middag.'}"
50,"{'ca': ""Torna a casa amb prou feines a temps d'ajudar Jim, el vailet negre, a serrar la llenya del dia següent; i partí les teies abans de sopar, o almenys estigué allí a una hora escaient per a dir ses aventures a Jim, mentre Jim feia les tres quartes parts de la feina."", 'nl': 'Hij kwam juist tijdig genoeg tehuis, om Jim, den zwarten loopjongen, te helpen houtzagen en de blokjes voor het avondeten te hakken. Of liever hij kwam bijtijds, om Jim zijne avonturen te vertellen, terwijl deze drie vierden van het werk deed.'}"
51,"{'ca': 'El germa petit de Tom (o, millor, germanastre), Sid, estava ja enfeinat en la seva contribució al treball (arreplegant les miques de fusta), perque era un noi tranquil, i no pas de mena aventurera ni enquimeradora.', 'nl': 'Toms jongere broeder (of eigenlijk stiefbroeder) Sid, was al lang klaar met zijn werk van spaanders op te rapen; immers hij was een bedaarde jongen, die volstrekt niet van avonturen en waaghalzerijen hield.'}"
52,"{'ca': ""Mentre Tom anava menjant-se el seu sopar i robava el sucre en oferir-se-n'hi avinentesa, la tia Polly li feia preguntes que eren plenes d'artifici i molt pregones, perque volia atrapar-lo en revelacions perjudicials."", 'nl': 'Onder het eten deed tante haar neef, die af en toe stilletjes uit den suikerpot nam, allerlei listige, diepzinnige vragen, om hem er in te laten loopen.'}"
53,"{'ca': ""Com esdevé a moltes altres animes senzilles, la seva vanitat predilecta era de creure que tenia un talent especial per a l'ombrívola i misteriosa diplomacia, i li plaia de considerar sos enginys més transparents com a meravelles d'extraordinaria trapelleria."", 'nl': 'Gelijk vele andere eenvoudige lieden, beroemde zij er zich op, dat zij een aangeboren talent bezat voor geheimzinnige diplomatie en beschouwde zij de meest alledaagsche kunstgrepen, waarvan zij gebruik maakte, als wonderen van list en vindingrijkheid.'}"
54,"{'ca': ""-Tom- digué ella -feia bastanta calor a l'escola: veritat?"", 'nl': '""Was \'t niet warm op school?"" vroeg zij.'}"
55,"{'ca': '-Sí, senyora.', 'nl': '""Ja, tante.""'}"
56,"{'ca': '-Molta calor: veritat?', 'nl': '""Schrikkelijk warm, niet waar?""'}"
57,"{'ca': '-Sí, senyora.', 'nl': '""Ja, tante.""'}"
58,"{'ca': ""-No teníeu ganes de rabejar-vos una mica a l'aigua, Tom?"", 'nl': '""Had je geen lust om te gaan zwemmen, Tom?""'}"
59,"{'ca': ""Tom es sentí ferit d'un bri d'alarma, d'un toc de sospita inquieta."", 'nl': 'Tom begon lont te ruiken en trachtte tantes gelaat uit te vorschen maar het bleef onwrikbaar in dezelfde plooi.'}"
60,"{'ca': 'Així és que féu: -No sé…, és a dir, no molt.', 'nl': '""Neen, tante,"" antwoordde hij, ""niet zoo bijzonder.""'}"
61,"{'ca': 'La vella senyora estengué la seva ma i toca la camisa de Tom, i digué: -Pero tampoc no esteu massa calent, ara.', 'nl': 'De oude dame strekte de hand uit, om te voelen of Toms overhemd ook nat was, en zeide: ""Je bent nu toch niet zoo bijzonder warm, Tom!""'}"
62,"{'ca': ""I li fou cosa afalagadora, de reflexionar que ella havia descobert que la camisa era seca, sense que ningú s'adonés que aixo era la cosa que portava al magí."", 'nl': 'Zij was verbaasd over haar eigen slimheid; zij had op deze manier ontdekt dat Toms overhemd droog was, zonder dat iemand vermoedde dat het juist dat was, waar zij achter wilde komen.'}"
63,"{'ca': ""Pero, a desgrat d'ella, Tom ara sabia d'on venia el vent. Així és que preveié quína seria la vinent jugada."", 'nl': ""Maar Tom wist al uit welken hoek de wind woei en dacht dat 't beste zou zijn de vraag te voorkomen, die nu volgen zou.""}"
64,"{'ca': '-Alguns de nosaltres ens mullarem el cap sota la bomba… Jo encara el tinc humit.', 'nl': '""Wij hebben ons hoofd onder de pomp gehouden,"" zeide hij, ""en \'t mijne is nog nat.'}"
65,"{'ca': 'Veieu?', 'nl': 'Voel maar?""'}"
66,"{'ca': 'La tia Polly va enrabinar-se de pensar que havia passat per alt aquell bocí de prova circumstancial i negligit una pista.', 'nl': 'Tante Polly was boos op zich zelve, omdat zij aan die omstandigheid, welke hem van de schuld had moeten overtuigen, niet gedacht had en dus niet bijdehand genoeg was geweest.'}"
67,"{'ca': 'Aleshores digué, amb nova inspiració:', 'nl': 'Maar ze kreeg een nieuwe ingeving.'}"
68,"{'ca': ""-Tom: no us calgué pas d'arrencar el coll de la camisa d'alla on jo l'havia cosit, per mullar-vos el cap: oi?"", 'nl': '""Tom, je hebt toch het boordje, dat ik aan je hemd heb vastgenaaid, niet behoeven los te maken om je hoofd onder de pomp te houden.'}"
69,"{'ca': 'Descordeu-vos el gec!', 'nl': 'Wacht, ontknoop je buis eens.""'}"
70,"{'ca': ""A la cara de Tom s'hi esvaí la preocupació."", 'nl': 'Toms gezicht klaarde weer op.'}"
71,"{'ca': 'Obrí son gec.', 'nl': 'Hij ontknoopte zijn buis.'}"
72,"{'ca': 'Son coll de camisa estava solidament cosit.', 'nl': 'Het boordje zat aan het hemd vast.'}"
73,"{'ca': 'Bé, ja podeu tocar pirandó.', 'nl': '""Wel, loop dan maar heen.'}"
74,"{'ca': 'Estava segura que havíeu fet el plaga i havíeu anat a nedar.', 'nl': 'Ik dacht zeker, dat je van school waart gaan strijken om te zwemmen.'}"
75,"{'ca': ""Pero us perdono. Tom: em fa l'efecte que sou una mena de gat escaldat, com diu la gent… i millor del que sembleu, per aquesta vegada."", 'nl': 'Doch ik zal je maar vergeven. \'t Is met jou toch maar boter aan de galg gesmeerd.""'}"
76,"{'ca': ""Mig li recava que la seva sagacitat hagués fet fallida, i mig s'alegrava que Tom s'hagués ensopegat, per una vegada, a servar obedient conducta."", 'nl': 'Zij was half boos, dat hare scherpzinnigheid gefaald had, en half blij, dat Tom toevallig niet ongehoorzaam bleek te zijn.'}"
77,"{'ca': 'Pero Sidney digué: -Bé, jo diria que li havíeu cosit el coll amb fil blanc; pero ara és negre.', 'nl': 'Toen zeide Sidney: ""Tante, hebt u het boordje met wit of zwart garen genaaid?""'}"
78,"{'ca': '-Oital, si el vaig cosir amb fil blanc!', 'nl': '""Wel, natuurlijk met wit.--Tom!""'}"
79,"{'ca': 'Tom!', 'nl': 'Maar Tom wachtte de rest niet af.'}"
80,"{'ca': ""Pero Tom no n'espera l'acabament. En passar la porta, digué:"", 'nl': 'Eer hij de deur uitvloog, riep hij nog even: ""Je krijgt een pak slaag, Sid, voor het klikken.""'}"
81,"{'ca': ""-Siddy, aixo et valdra una pallissa. En un indret segur, Tom examina dues grans agulles clavades a les gires del seu gec; i estaven enfilades, l'una enfilada de fil blanc i l'altra de negre."", 'nl': 'Zoodra Tom buiten het bereik van zijne tante was, haalde hij twee groote naalden voor den dag, de een met zwart en de andere met wit garen omwonden, die hij aan den binnenkant van zijn buis had gestoken, en zeide:'}"
82,"{'ca': ""-Mai no n'hauria hagut esment, si no hagués estat per Sid."", 'nl': '""Ze zou het nooit gemerkt hebben als Sid het niet verklapt had. \'t Is een drommelsch werk; nu eens naait ze met zwart en dan weder met wit garen.'}"
83,"{'ca': ""Llamp! De vegades ella ho cus amb fil blanc, i de vegades ho cus amb fil negre. Voldria, en nom de Déu, que sempre ho fes amb l'un o amb l'altre: no puc estar tan amatent als canvis."", 'nl': 'Ik wou maar, dat ze zich bij het een of het andere bepaalde; dan wist ik waar ik mij aan te houden had.'}"
84,"{'ca': ""Pero em jugo qualsevol cosa que a Sid l'estaborniré."", 'nl': 'Maar Sid zal er voor lusten, of ik heet geen Tom Sawyer meer!""'}"
85,"{'ca': 'Li daré una lliçó! Tom no era pas el noi model del poblet.', 'nl': 'Tom was niet de modeljongen van het dorp.'}"
86,"{'ca': 'Coneixia molt bé quin era el noi model, tanmateix, i li feia fastic.', 'nl': 'Hij wist echter best, wie dat _wel_ was en ook dat hij een geduchten hekel aan hem had.'}"
87,"{'ca': 'Al cap de dos minuts, o menys i tot, havia oblidat tots els seus mals de cap.', 'nl': 'In minder dan twee minuten had hij zijn verdriet vergeten.'}"
88,"{'ca': ""No era perque sos mals de cap fossin per a ell ni una mica mica menys amargs i atuidors que els d'un home gran per a un home gran, sinó perque un nou i poderós interes els passa al davant, i els esvaí per aquella estona en la seva ment; igual que els infortunis dels homes són oblidats en l'exaltació de les empreses noves."", 'nl': 'Niet omdat hij het minder voelde dan volwassenen, maar omdat iets anders, dat zijne belangstelling geheel innam, het onderdrukte en voor een oogenblik uit zijne ziel verdreef.'}"
89,"{'ca': ""Aquest nou interes era una valuosa novetat en l'art de xiular, que acabava d'adquirir d'un negre; i ell es delia per ensinistrar-s'hi sense noses."", 'nl': 'Dat andere was het aanleeren van eene nieuwe manier van fluiten, die hij juist van een neger had afgezien en waarin hij zich thans ongestoord kon oefenen.'}"
90,"{'ca': 'Consistia en un peculiar caient ocellívol, una mena de líquid refilet, que hom produia per un contacte de la llengua amb el paladar, a breus intervals, en mig de la música.', 'nl': 'Het was een soort van zacht gekweel, dat aan het geluid van een vogel deed denken en voortgebracht werd door bij tusschenpoozen midden onder het fluiten met de tong het verhemelte aan te raken.'}"
91,"{'ca': 'El lector probablement recorda com es fa, si mai ha estat noi.', 'nl': 'De lezer zal zich uit zijne jongensjaren wel herinneren hoe men dat doet.'}"
92,"{'ca': ""Diligencia i atenció aviat aconseguiren de fer-l'hi dominar, i ell baixa a grans passes pel carrer, amb la boca plena d'harmonia i l'anima plena de gratitud."", 'nl': 'Door vlijt en volharding kreeg hij het kunstje spoedig beet en stapte hij door de straten met een mond vol harmonie en een hart zoo vol dankbaarheid als dat van een sterrekundige, die eene nieuwe planeet ontdekt heeft.'}"
93,"{'ca': ""Sos sentiments eren ben iguals als d'un astronom que ha descobert un nou planeta. Sens dubte, pel que pertoca a un plaer intens, pregon, sense mescla, l'aventatge era per al noi i no pas per a l'astronom."", 'nl': 'Wanneer men het genot van den astronoom had kunnen vergelijken met dat van Tom, zou dat van den knaap het in onvermengdheid gewonnen hebben.'}"
94,"{'ca': ""Les tardes d'istiu són llargues. Encara no era fosc."", 'nl': 'Het was midden in den zomer en de avonden waren lang.'}"
95,"{'ca': 'De cop i volta, Tom para de xiular.', 'nl': 'De duisternis was nog niet ingevallen, toen Tom al fluitende zijn weg vervolgde.'}"
96,"{'ca': 'Tenia al davant un estrany: un noi una mica més gran que ell.', 'nl': 'Een vreemdeling liep voor hem uit, een jongen, een paar duim langer dan hij zelf.'}"
97,"{'ca': 'Un nou vingut de qualsevol edat o sexe era una colpidora curiositat en el pobre poblet de Sant Petersburg.', 'nl': 'Een vreemdeling, van welken leeftijd of sekse ook, was eene merkwaardigheid in het kleine plaatsje St. Petersburg.'}"
98,"{'ca': 'A més, el noi anava ben vestit: ben vestit en dia de feina.', 'nl': 'Deze jongen was mooi gekleed,--veel te mooi voor een weekdag.'}"
99,"{'ca': 'Aixo era simplement astorador.', 'nl': 'Dat was al iets vreemds.'}"
100,"{'ca': 'Sa gorra era una cosa bonica. Son gec de tela blava, ajustadament cordat, era nou i airós, i també ho eren sos pantalons.', 'nl': 'Zijn pet was splinternieuw, zijn toegeknoopt blauw buisje dito, zijn broek evenzoo.'}"
101,"{'ca': 'Duia sabates, i aixo que tot just era divendres.', 'nl': 'Hij had schoenen aan, en dat nog wel op Vrijdag!'}"
102,"{'ca': 'Fins i tot portava corbata, un bocí brillant de cinta.', 'nl': 'Zelfs had hij een mooie zijden das on!'}"
103,"{'ca': 'Tenia un taranna aciutadanat que removia les entranyes de Tom.', 'nl': 'Hij zag er zoo deftig uit, dat Tom er kippenvel van kreeg.'}"
104,"{'ca': ""Quant més Tom badava en front de l'esplendida meravella, més arremangava el nas, impressionat per aquella bellor, i li semblava que son propi abillament es tornava més i més arrossinat."", 'nl': 'Hij stond dit monster van pracht aan te gapen, doch hoe langer hij zijn neus tegen hem optrok, des te smeriger en te slordiger scheen hem zijn eigen plunje.'}"
105,"{'ca': 'Cap dels dos nois parlava.', 'nl': 'Geen van beiden sprak een woord.'}"
106,"{'ca': ""Si l'un es movia, l'altre es movia; pero només que de flanc, en un cercle. Es mantingueren faç contra faç i fit a fit tota l'estona."", 'nl': 'Als de een zich bewoog, deed de ander hetzelfde.'}"
107,"{'ca': 'A la fi, Tom digué:', 'nl': 'Zij bleven elkander aanstaren, totdat Tom uitriep:'}"
108,"{'ca': '-Puc apallissar-vos!', 'nl': '""Ik kan je wel aan.""'}"
109,"{'ca': '-Em plauria de veure com ho intenteu.', 'nl': '""Probeer het dan eens.""'}"
110,"{'ca': '-Bé, doncs, puc escometre-ho.', 'nl': '""Zeker, ik kan wel, als ik maar wil.""'}"
111,"{'ca': '-No, que no podeu, tanmateix.', 'nl': '""Dat kun je niet.""'}"
112,"{'ca': '-Sí, que puc.', 'nl': '""Jawel.""'}"
113,"{'ca': '-No, que no podeu.', 'nl': '""Neen.""'}"
114,"{'ca': '-Puc.', 'nl': '""Ja.""'}"
115,"{'ca': '-No podeu.', 'nl': '""Neen.""'}"
116,"{'ca': 'Hi hagué una pausa inconfortable. Aleshores Tom digué:', 'nl': 'Er volgde eene onheilspellende stilte, waarna Tom zeide: ""Hoe heet je?""'}"
117,"{'ca': '-Com us dieu? -No és cosa del vostre ram. .', 'nl': '""Dat raakt je niet?""'}"
118,"{'ca': '-Bé, doncs, jo ara en puc fer una cosa del meu ram.', 'nl': '""Ik zal je leeren, dat het me wel raakt.""'}"
119,"{'ca': '-Bé, i per que no ho proveu?', 'nl': '""Nu, doe het dan.""'}"
120,"{'ca': '-Si parleu gaire, ho faré.', 'nl': '""Als je nog een woord spreekt, doe ik het.""'}"
121,"{'ca': '-Gaire… gaire… gaire…!', 'nl': '""Nog een woord!'}"
122,"{'ca': ""Que me'n doneu, de fil! -Oh! Us penseu que sou molt viu: oi?"", 'nl': 'Wat verbeeld jij je wel?""'}"
123,"{'ca': 'Podria apallissar-vos tenint una ma lligada al meu darrera, si volia.', 'nl': '""Je vindt je eigen nogal mooi, niet waar?'}"
124,"{'ca': '-Bé, per que no voleu fer-ho? Perque vós dieu que podeu fer-ho.', 'nl': 'Ik zou je wel met ééne hand op den grond kunnen krijgen, als ik het verkoos.""'}"
125,"{'ca': '-Bé, ho faré, si beneitegeu gaire.', 'nl': '""Waarom doe je het dan niet. Je zegt altijd, dat je het kunt.""'}"
126,"{'ca': '-Oh! sí… He vist famílies senceres en el mateix compromís.', 'nl': '""Als je den gek met me steekt, doe ik het.""'}"
127,"{'ca': '-Murri! Us penseu que sou algú: veritat? -Ai, ai!', 'nl': '""O! dat heb ik wel honderd jongens hooren zeggen.""'}"
128,"{'ca': 'Quín capell!', 'nl': '""Je denkt zeker, dat je een heele Piet bent.""'}"
129,"{'ca': '-Podeu abonyegar-lo, aquest capell, si no us plau.', 'nl': '""Wat een vieze pet heb jij op!""'}"
130,"{'ca': 'Llengua que no li deu una patacada: qui li doni una patacada, rebra.', 'nl': '""Probeer eens, mij dien pet van het hoofd te nemen.'}"
131,"{'ca': '-Sou un mentider.', 'nl': '""Je bent een lafaard.""'}"
132,"{'ca': '-Vós en sou un altre.', 'nl': '""En jij ook.""'}"
133,"{'ca': '-Us baralleu de per riure, i no goseu començar.', 'nl': '""Je bent een groote lafaard en je durft me niet aan.""'}"
134,"{'ca': '-Vejam… fugiu-me del davant!', 'nl': '""Ga eens verder, als je durft,""'}"
135,"{'ca': '-Escolteu: si ha de durar gaire més aquest desvergonyiment, agafo una pedra i us enceto el cap.', 'nl': '""Als je nog meer praatjes maakt, zal ik je een slag op den kop geven.""'}"
136,"{'ca': '-Oh! És clar que ho fareu.', 'nl': '""Wel zeker, zul je dat?""'}"
137,"{'ca': '-Bé, doncs, ho faré.', 'nl': '""Ja, dat zal ik.""'}"
138,"{'ca': '-Bé, per que no ho feu, doncs?', 'nl': '""Waarom doe je het dan niet?'}"
139,"{'ca': 'Per que aneu dient que ho fareu?', 'nl': 'Waarom zeg je altijd, dat je het doen zult.'}"
140,"{'ca': 'És perque teniu por.', 'nl': 'Is het, omdat je bang bent?""'}"
141,"{'ca': '-No en tinc, de por.', 'nl': '""Ik ben niet bang.""'}"
142,"{'ca': '-Sí que en teniu.', 'nl': '""Jawel.""'}"
143,"{'ca': '-No, que no en tinc.', 'nl': '""Neen.""'}"
144,"{'ca': '-Sí que en teniu.', 'nl': '""Jawel.""'}"
145,"{'ca': ""Una altra pausa, i més ullades i borneig, l'un al volt de l'altre."", 'nl': 'Weder eene pauze. De jongens duwen gedurig meer tegen elkander aan.'}"
146,"{'ca': 'Al cap de poc estigueren espatlla contra espatlla.', 'nl': 'Zij staan al schouder tegen schouder.'}"
147,"{'ca': 'Tom digué:', 'nl': 'Tom roept:'}"
148,"{'ca': ""-Aneu-vos-en d'aquí."", 'nl': '""Ga uit den weg!""'}"
149,"{'ca': '-Aneu-vos-en vós.', 'nl': '""Ga jij uit den weg.""'}"
150,"{'ca': '-No vull, en bona refe.', 'nl': '""Ik doe het niet.""'}"
151,"{'ca': '-En bona refe, no vull.', 'nl': '""Ik doe het ook niet.""'}"
152,"{'ca': ""Així romangueren, cadascú amb un peu fent angle, com un estrep, i tots dos empenyent, que més no podien, i mirant-se amb les celles arrufades d'odi; pero cap dels dos no pogué guanyar aventatge."", 'nl': 'Zoo stonden zij beiden met één voet vooruit, elkander duwende dat het een aard had. Maar geen van beiden kon den ander uit den weg krijgen.'}"
153,"{'ca': 'Després de lluitar fins que tots dos foren arborats i envermellits, cadascú relaxa la seva tensió amb vigilant cautela, i Tom digué:', 'nl': 'Na tegen elkander aangebonsd en gestooten te hebben, totdat de zweetdroppels hun over het gezicht liepen, weken beiden voorzichtig een weinig achteruit en Tom zeide:'}"
154,"{'ca': '-Sou un covard i un cadellet.', 'nl': '""Je bent een lafaard.'}"
155,"{'ca': 'Li parlaré de vós al meu germa gran, i ell us pot ben estabornir, i jo li diré que ho faci.', 'nl': 'Ik zal mijn oudsten broer eens op je afsturen; die kan je wel met zijn pink aan en hij zal het doen ook.""'}"
156,"{'ca': ""-Que se me'n dóna, del vostre germa gran?"", 'nl': '""Wat kan mij je oudste broer schelen!'}"
157,"{'ca': ""Tinc un germa que és més gran que no pas ell; i, fins i tot, pot engegar-lo per damunt d'aquest clos.-"", 'nl': 'Ik heb een broer, die nog veel grooter is dan die van jou, en die smijt jou vierkant over de schutting.""'}"
158,"{'ca': '(Tots dos germans eren imaginaris).', 'nl': '(De twee broeders bestonden slechts in hunne verbeelding.)'}"
159,"{'ca': '-Aixo és una bola.', 'nl': '""Dat is een leugen.""'}"
160,"{'ca': '-Perque vos ho digueu, no vol dir que en sigui.', 'nl': '""Iets is nog geen leugen, omdat jij het blieft te zeggen.""'}"
161,"{'ca': 'Tom féu una ratlla en la pols amb el seu dit gros, i digué:', 'nl': 'Tom maakte eene streep in het zand met zijn grooten teen en zeide:'}"
162,"{'ca': ""-Llengua que no camineu damunt d'aixo."", 'nl': '""Stap hier eens over en ik zal je een pak geven, dat je niet meer op je beenen staan kunt.""'}"
