id,translation
20,"{'ca': 'No desenterra cap cosa sinó el gat.', 'en': 'She resurrected nothing but the cat.'}"
21,"{'ca': ""-Mai no l'he vist atrapat, aquest noi!"", 'en': '""I never did see the beat of that boy!""'}"
22,"{'ca': ""Se n'ana cap a la porta oberta i s'hi atura, i sotja entre els emparrats de tomaqueres i herbes tauperes, que constituien el jardí."", 'en': 'She went to the open door and stood in it and looked out among the tomato vines and ""jimpson"" weeds that constituted the garden.'}"
23,"{'ca': 'Res de Tom.', 'en': 'No Tom.'}"
24,"{'ca': 'Així és que ella féu força per alçar la veu fins al grau exigit per la distancia, i crida:', 'en': 'So she lifted up her voice at an angle calculated for distance and shouted:'}"
25,"{'ca': '-O-o-o Tom!', 'en': '""Y-o-u-u TOM!""'}"
26,"{'ca': ""Sentí una fressa lleu al darrera, i es gira a temps per a agafar un petit minyó per l'extrem de son gec, i aturar la seva fugida. -Té!"", 'en': 'There was a slight noise behind her and she turned just in time to seize a small boy by the slack of his roundabout and arrest his flight.'}"
27,"{'ca': 'Hauria hagut de pensar en aquest recambró.', 'en': '""There! I might \'a\' thought of that closet.'}"
28,"{'ca': 'Que hi féieu, aquí dins?', 'en': 'What you been doing in there?""'}"
29,"{'ca': '-Res.', 'en': '""Nothing.""'}"
30,"{'ca': '-Res!', 'en': '""Nothing!'}"
31,"{'ca': 'Mireu-vos les mans i mireu-vos la boca.', 'en': 'Look at your hands. And look at your mouth.'}"
32,"{'ca': 'Que és, aquesta brutor?', 'en': 'What _is_ that truck?""'}"
33,"{'ca': '-No ho sé, tia.', 'en': '""I don\'t know, aunt.""'}"
34,"{'ca': '-Bé, jo sí, que ho sé.', 'en': '""Well, I know.'}"
35,"{'ca': 'És melmelada: vet aquí el que és.', 'en': ""It's jam--that's what it is.""}"
36,"{'ca': 'Us he dit quaranta vegades que si no deixaveu la melmelada tranquila us llevaria la pell.', 'en': ""Forty times I've said if you didn't let that jam alone I'd skin you.""}"
37,"{'ca': 'Deu-me aquell fuet.', 'en': 'Hand me that switch.""'}"
38,"{'ca': ""El fuet fou brandat per l'aire. El perill era desesperat."", 'en': 'The switch hovered in the air--the peril was desperate--'}"
39,"{'ca': '-Ui!', 'en': '""My!'}"
40,"{'ca': 'Mireu al darrera vostre, tia!', 'en': 'Look behind you, aunt!""'}"
41,"{'ca': ""La vella senyora es gira arremolinadament, i arrabassa les faldilles cap enfora de l'amenaça; i el minyó fugí tot seguit, s'enfila damunt el clos d'altes estaques, i desaparegué a l'altra banda."", 'en': 'The old lady whirled round, and snatched her skirts out of danger. The lad fled on the instant, scrambled up the high board-fence, and disappeared over it.'}"
42,"{'ca': 'La tia Polly romangué sorpresa un moment i en acabat esclatá en una dolça rialla.', 'en': 'His aunt Polly stood surprised a moment, and then broke into a gentle laugh.'}"
43,"{'ca': ""-Diastre de noi! Mireu's que és prou, que jo mai pugui escarmentar!"", 'en': '""Hang the boy, can\'t I never learn anything?'}"
44,"{'ca': ""No m'ha fet prou martingales, perque ara m'emprengui de sotjar-lo?"", 'en': ""Ain't he played me tricks enough like that for me to be looking out for him by this time?""}"
45,"{'ca': 'Pero un vell ximple és el pitjor dels ximples.', 'en': 'But old fools is the biggest fools there is.'}"
46,"{'ca': 'Un gos vell no apren cap traça nova, com diu la dita.', 'en': ""Can't learn an old dog new tricks, as the saying is.""}"
47,"{'ca': ""Tanmateix, en nom de Déu, ell no s'empesca mai les mateixes coses dues vegades seguides; i com pot coneixer un hom la que ha de venir?"", 'en': ""But my goodness, he never plays them alike, two days, and how is a body to know what's coming?""}"
48,"{'ca': ""Sembla talment que sapiga per quant de temps podra de consumir-me les sangs sense que m'arribi a arborar, i sap que, si arriba a aconseguir de deixar-me en bitza per un minut o fer-me riure, jo m'aplaco i no puc ventar-li patacada."", 'en': ""He 'pears to know just how long he can torment me before I get my dander up, and he knows if he can make out to put me off for a minute or make me laugh, it's all down again and I can't hit him a lick.""}"
49,"{'ca': 'No hi compleixo pas la meva obligació amb aquest noi; i aquesta és la santa veritat, Déu ho sap.', 'en': ""I ain't doing my duty by that boy, and that's the Lord's truth, goodness knows.""}"
50,"{'ca': 'Planyer el bastó malmet el minyó, com diu la Bíblia.', 'en': 'Spare the rod and spile the child, as the Good Book says.'}"
51,"{'ca': ""Deixo que el pecat s'amuntegui, i pago la pena per tots dos, massa que ho veig."", 'en': ""I'm a laying up sin and suffering for us both, I know.""}"
52,"{'ca': 'És un vailet endimoniat; pero, caram!, és el noi de la meva germana morta, pobrissona!, i no tinc cor de ventar-li fuetada, sigui com sigui.', 'en': ""He's full of the Old Scratch, but laws-a-me! he's my own dead sister's boy, poor thing, and I ain't got the heart to lash him, somehow.""}"
53,"{'ca': ""Cada vegada que el deixo anar, la consciencia em puny de allo més; i cada vegada que l'aporrino el cor se'm trenca."", 'en': 'Every time I let him off, my conscience does hurt me so, and every time I hit him my old heart most breaks.'}"
54,"{'ca': ""Tanmateix, home nat de dona és de pocs dies i ple de tribulacions, com diu l'Escriptura, i és la massíssima veritat."", 'en': ""Well-a-well, man that is born of woman is of few days and full of trouble, as the Scripture says, and I reckon it's so.""}"
55,"{'ca': 'Fara campana aquesta tarda, i no tindré més remei que fer-lo treballar dema, per a castigar-lo.', 'en': 'He\'ll play hookey this evening, * and [* Southwestern for ""afternoon""] I\'ll just be obleeged to make him work, tomorrow, to punish him.'}"
56,"{'ca': 'És ben dur de fer-lo treballar els dissabtes, quan tots els minyons fan festa; pero ell té més rancúnia al treball que a cap altra cosa, i, no hi ha més, he de complir amb ell una mica de la meva obligació, o seré la seva ruina.', 'en': 'It\'s mighty hard to make him work Saturdays, when all the boys is having holiday, but he hates work more than he hates anything else, and I\'ve _got_ to do some of my duty by him, or I\'ll be the ruination of the child.""'}"
57,"{'ca': 'Tom va fer campana, i va passar una gentil estona.', 'en': 'Tom did play hookey, and he had a very good time.'}"
58,"{'ca': ""Torna a casa amb prou feines a temps d'ajudar Jim, el vailet negre, a serrar la llenya del dia següent; i partí les teies abans de sopar, o almenys estigué allí a una hora escaient per a dir ses aventures a Jim, mentre Jim feia les tres quartes parts de la feina."", 'en': ""He got back home barely in season to help Jim, the small colored boy, saw next-day's wood and split the kindlings before supper--at least he was there in time to tell his adventures to Jim while Jim did three-fourths of the work.""}"
59,"{'ca': 'El germa petit de Tom (o, millor, germanastre), Sid, estava ja enfeinat en la seva contribució al treball (arreplegant les miques de fusta), perque era un noi tranquil, i no pas de mena aventurera ni enquimeradora.', 'en': ""Tom's younger brother (or rather half-brother) Sid was already through with his part of the work (picking up chips), for he was a quiet boy, and had no adventurous, trouble-some ways.""}"
60,"{'ca': ""Mentre Tom anava menjant-se el seu sopar i robava el sucre en oferir-se-n'hi avinentesa, la tia Polly li feia preguntes que eren plenes d'artifici i molt pregones, perque volia atrapar-lo en revelacions perjudicials."", 'en': 'While Tom was eating his supper, and stealing sugar as opportunity offered, Aunt Polly asked him questions that were full of guile, and very deep--for she wanted to trap him into damaging revealments.'}"
61,"{'ca': ""Com esdevé a moltes altres animes senzilles, la seva vanitat predilecta era de creure que tenia un talent especial per a l'ombrívola i misteriosa diplomacia, i li plaia de considerar sos enginys més transparents com a meravelles d'extraordinaria trapelleria."", 'en': 'Like many other simple-hearted souls, it was her pet vanity to believe she was endowed with a talent for dark and mysterious diplomacy, and she loved to contemplate her most transparent devices as marvels of low cunning.'}"
62,"{'ca': ""-Tom- digué ella -feia bastanta calor a l'escola: veritat?"", 'en': 'Said she: ""Tom, it was middling warm in school, warn\'t it?""'}"
63,"{'ca': '-Sí, senyora.', 'en': '""Yes\'m.""'}"
64,"{'ca': '-Molta calor: veritat?', 'en': '""Powerful warm, warn\'t it?""'}"
65,"{'ca': '-Sí, senyora.', 'en': '""Yes\'m.""'}"
66,"{'ca': ""-No teníeu ganes de rabejar-vos una mica a l'aigua, Tom?"", 'en': '""Didn\'t you want to go in a-swimming, Tom?""'}"
67,"{'ca': ""Tom es sentí ferit d'un bri d'alarma, d'un toc de sospita inquieta."", 'en': 'A bit of a scare shot through Tom--a touch of uncomfortable suspicion.'}"
68,"{'ca': 'Escruta la cara de la tia Polly, pero ella no li digué res.', 'en': ""He searched Aunt Polly's face, but it told him nothing.""}"
69,"{'ca': 'Així és que féu: -No sé…, és a dir, no molt.', 'en': 'So he said: ""No\'m--well, not very much.""'}"
70,"{'ca': 'La vella senyora estengué la seva ma i toca la camisa de Tom, i digué: -Pero tampoc no esteu massa calent, ara.', 'en': 'The old lady reached out her hand and felt Tom\'s shirt, and said: ""But you ain\'t too warm now, though.""'}"
71,"{'ca': ""I li fou cosa afalagadora, de reflexionar que ella havia descobert que la camisa era seca, sense que ningú s'adonés que aixo era la cosa que portava al magí."", 'en': 'And it flattered her to reflect that she had discovered that the shirt was dry without anybody knowing that that was what she had in her mind.'}"
72,"{'ca': ""Pero, a desgrat d'ella, Tom ara sabia d'on venia el vent."", 'en': 'But in spite of her, Tom knew where the wind lay, now.'}"
73,"{'ca': 'Així és que preveié quína seria la vinent jugada.', 'en': 'So he forestalled what might be the next move:'}"
74,"{'ca': '-Alguns de nosaltres ens mullarem el cap sota la bomba… Jo encara el tinc humit.', 'en': '""Some of us pumped on our heads--mine\'s damp yet.'}"
75,"{'ca': 'Veieu?', 'en': 'See?""'}"
76,"{'ca': 'La tia Polly va enrabinar-se de pensar que havia passat per alt aquell bocí de prova circumstancial i negligit una pista.', 'en': 'Aunt Polly was vexed to think she had overlooked that bit of circumstantial evidence, and missed a trick.'}"
77,"{'ca': 'Aleshores digué, amb nova inspiració:', 'en': 'Then she had a new inspiration:'}"
78,"{'ca': ""-Tom: no us calgué pas d'arrencar el coll de la camisa d'alla on jo l'havia cosit, per mullar-vos el cap: oi?"", 'en': '""Tom, you didn\'t have to undo your shirt collar where I sewed it, to pump on your head, did you?'}"
79,"{'ca': 'Descordeu-vos el gec!', 'en': 'Unbutton your jacket!""'}"
80,"{'ca': ""A la cara de Tom s'hi esvaí la preocupació."", 'en': ""The trouble vanished out of Tom's face.""}"
81,"{'ca': 'Obrí son gec.', 'en': 'He opened his jacket.'}"
82,"{'ca': 'Son coll de camisa estava solidament cosit.', 'en': 'His shirt collar was securely sewed.'}"
83,"{'ca': '-Dolentot!', 'en': '""Bother!'}"
84,"{'ca': 'Bé, ja podeu tocar pirandó.', 'en': ""Well, go 'long with you.""}"
85,"{'ca': 'Estava segura que havíeu fet el plaga i havíeu anat a nedar.', 'en': ""I'd made sure you'd played hookey and been a-swimming.""}"
86,"{'ca': 'Pero us perdono.', 'en': 'But I forgive ye, Tom.'}"
87,"{'ca': ""Tom: em fa l'efecte que sou una mena de gat escaldat, com diu la gent… i millor del que sembleu, per aquesta vegada."", 'en': 'I reckon you\'re a kind of a singed cat, as the saying is--better\'n you look. _This_ time.""'}"
88,"{'ca': ""Mig li recava que la seva sagacitat hagués fet fallida, i mig s'alegrava que Tom s'hagués ensopegat, per una vegada, a servar obedient conducta."", 'en': 'She was half sorry her sagacity had miscarried, and half glad that Tom had stumbled into obedient conduct for once.'}"
89,"{'ca': 'Pero Sidney digué: -Bé, jo diria que li havíeu cosit el coll amb fil blanc; pero ara és negre.', 'en': 'But Sidney said: ""Well, now, if I didn\'t think you sewed his collar with white thread, but it\'s black.""'}"
90,"{'ca': '-Oital, si el vaig cosir amb fil blanc!', 'en': '""Why, I did sew it with white! Tom!""'}"
91,"{'ca': ""Tom! Pero Tom no n'espera l'acabament."", 'en': 'But Tom did not wait for the rest.'}"
92,"{'ca': 'En passar la porta, digué:', 'en': 'As he went out at the door he said: ""Siddy, I\'ll lick you for that.""'}"
93,"{'ca': ""-Siddy, aixo et valdra una pallissa. En un indret segur, Tom examina dues grans agulles clavades a les gires del seu gec; i estaven enfilades, l'una enfilada de fil blanc i l'altra de negre."", 'en': 'In a safe place Tom examined two large needles which were thrust into the lapels of his jacket, and had thread bound about them--one needle carried white thread and the other black.'}"
94,"{'ca': ""-Mai no n'hauria hagut esment, si no hagués estat per Sid."", 'en': 'He said: ""She\'d never noticed if it hadn\'t been for Sid.'}"
95,"{'ca': 'Llamp! De vegades ella ho cus amb fil blanc, i de vegades ho cus amb fil negre.', 'en': 'Confound it! sometimes she sews it with white, and sometimes she sews it with black.'}"
96,"{'ca': ""Voldria, en nom de Déu, que sempre ho fes amb l'un o amb l'altre: no puc estar tan amatent als canvis."", 'en': ""I wish to gee-miny she'd stick to one or t'other--I can't keep the run of 'em.""}"
97,"{'ca': ""Pero em jugo qualsevol cosa que a Sid l'estaborniré."", 'en': ""But I bet you I'll lam Sid for that.""}"
98,"{'ca': 'Li daré una lliçó!', 'en': 'I\'ll learn him!""'}"
99,"{'ca': 'Tom no era pas el noi model del poblet.', 'en': 'He was not the Model Boy of the village.'}"
100,"{'ca': 'Coneixia molt bé quin era el noi model, tanmateix, i li feia fastic.', 'en': 'He knew the model boy very well though--and loathed him.'}"
101,"{'ca': 'Al cap de dos minuts, o menys i tot, havia oblidat tots els seus mals de cap.', 'en': 'Within two minutes, or even less, he had forgotten all his troubles.'}"
102,"{'ca': ""No era perque sos mals de cap fossin per a ell ni una mica mica menys amargs i atuidors que els d'un home gran per a un home gran, sinó perque un nou i poderós interes els passa al davant, i els esvaí per aquella estona en la seva ment; igual que els infortunis dels homes són oblidats en l'exaltació de les empreses noves."", 'en': ""Not because his troubles were one whit less heavy and bitter to him than a man's are to a man, but because a new and powerful interest bore them down and drove them out of his mind for the time--just as men's misfortunes are forgotten in the excitement of new enterprises.""}"
103,"{'ca': ""Aquest nou interes era una valuosa novetat en l'art de xiular, que acabava d'adquirir d'un negre; i ell es delia per ensinistrar-s'hi sense noses."", 'en': 'This new interest was a valued novelty in whistling, which he had just acquired from a negro, and he was suffering to practise it un-disturbed.'}"
104,"{'ca': 'Consistia en un peculiar caient ocellívol, una mena de líquid refilet, que hom produia per un contacte de la llengua amb el paladar, a breus intervals, en mig de la música. El lector probablement recorda com es fa, si mai ha estat noi.', 'en': 'It consisted in a peculiar bird-like turn, a sort of liquid warble, produced by touching the tongue to the roof of the mouth at short intervals in the midst of the music--the reader probably remembers how to do it, if he has ever been a boy.'}"
105,"{'ca': ""Diligencia i atenció aviat aconseguiren de fer-l'hi dominar, i ell baixa a grans passes pel carrer, amb la boca plena d'harmonia i l'anima plena de gratitud."", 'en': 'Diligence and attention soon gave him the knack of it, and he strode down the street with his mouth full of harmony and his soul full of gratitude.'}"
106,"{'ca': ""Sos sentiments eren ben iguals als d'un astronom que ha descobert un nou planeta. Sens dubte, pel que pertoca a un plaer intens, pregon, sense mescla, l'aventatge era per al noi i no pas per a l'astronom."", 'en': 'He felt much as an astronomer feels who has discovered a new planet--no doubt, as far as strong, deep, unalloyed pleasure is concerned, the advantage was with the boy, not the astronomer.'}"
107,"{'ca': ""Les tardes d'istiu són llargues."", 'en': 'The summer evenings were long.'}"
108,"{'ca': 'Encara no era fosc.', 'en': 'It was not dark, yet.'}"
109,"{'ca': 'De cop i volta, Tom para de xiular.', 'en': 'Presently Tom checked his whistle.'}"
110,"{'ca': 'Tenia al davant un estrany: un noi una mica més gran que ell.', 'en': 'A stranger was before him--a boy a shade larger than himself.'}"
111,"{'ca': 'Un nou vingut de qualsevol edat o sexe era una colpidora curiositat en el pobre poblet de Sant Petersburg.', 'en': 'A new-comer of any age or either sex was an im-pressive curiosity in the poor little shabby village of St. Petersburg.'}"
112,"{'ca': 'A més, el noi anava ben vestit: ben vestit en dia de feina.', 'en': 'This boy was well dressed, too--well dressed on a week-day.'}"
113,"{'ca': 'Aixo era simplement astorador.', 'en': 'This was simply as astounding.'}"
114,"{'ca': 'Sa gorra era una cosa bonica. Son gec de tela blava, ajustadament cordat, era nou i airós, i també ho eren sos pantalons.', 'en': 'His cap was a dainty thing, his close-buttoned blue cloth roundabout was new and natty, and so were his pantaloons.'}"
115,"{'ca': 'Duia sabates, i aixo que tot just era divendres.', 'en': 'He had shoes on--and it was only Friday.'}"
116,"{'ca': 'Fins i tot portava corbata, un bocí brillant de cinta.', 'en': 'He even wore a necktie, a bright bit of ribbon.'}"
117,"{'ca': 'Tenia un taranna aciutadanat que removia les entranyes de Tom.', 'en': ""He had a citified air about him that ate into Tom's vitals.""}"
118,"{'ca': ""Quant més Tom badava en front de l'esplendida meravella, més arremangava el nas, impressionat per aquella bellor, i li semblava que son propi abillament es tornava més i més arrossinat."", 'en': 'The more Tom stared at the splendid marvel, the higher he turned up his nose at his finery and the shabbier and shabbier his own outfit seemed to him to grow.'}"
119,"{'ca': 'Cap dels dos nois parlava.', 'en': 'Neither boy spoke.'}"
120,"{'ca': ""Si l'un es movia, l'altre es movia; pero només que de flanc, en un cercle. Es mantingueren faç contra faç i fit a fit tota l'estona."", 'en': 'If one moved, the other moved--but only sidewise, in a circle; they kept face to face and eye to eye all the time.'}"
121,"{'ca': 'A la fi, Tom digué:', 'en': 'Finally Tom said:'}"
122,"{'ca': '-Puc apallissar-vos!', 'en': '""I can lick you!""'}"
123,"{'ca': '-Em plauria de veure com ho intenteu.', 'en': '""I\'d like to see you try it.""'}"
124,"{'ca': '-Bé, doncs, puc escometre-ho.', 'en': '""Well, I can do it.""'}"
125,"{'ca': '-No, que no podeu, tanmateix.', 'en': '""No you can\'t, either.""'}"
126,"{'ca': '-Sí, que puc.', 'en': '""Yes I can.""'}"
127,"{'ca': '-No, que no podeu.', 'en': '""No you can\'t.""'}"
128,"{'ca': '-Puc.', 'en': '""I can.""'}"
129,"{'ca': '-No podeu.', 'en': '""You can\'t.""'}"
130,"{'ca': '-Puc.', 'en': '""Can!""'}"
131,"{'ca': '-Que no.', 'en': '""Can\'t!""'}"
132,"{'ca': 'Hi hagué una pausa inconfortable.', 'en': 'An uncomfortable pause.'}"
133,"{'ca': 'Aleshores Tom digué:', 'en': 'Then Tom said: ""What\'s your name?""'}"
134,"{'ca': '-Com us dieu? -No és cosa del vostre ram. .', 'en': '""\'Tisn\'t any of your business, maybe.""'}"
135,"{'ca': '-Bé, doncs, jo ara en puc fer una cosa del meu ram.', 'en': '""Well I \'low I\'ll _make_ it my business.""'}"
136,"{'ca': '-Bé, i per que no ho proveu?', 'en': '""Well why don\'t you?""'}"
137,"{'ca': '-Si parleu gaire, ho faré.', 'en': '""If you say much, I will.""'}"
138,"{'ca': '-Gaire… gaire… gaire…!', 'en': '""Much--much--_much_. There now.""'}"
139,"{'ca': ""Que me'n doneu, de fil! -Oh! Us penseu que sou molt viu: oi?"", 'en': '""Oh, you think you\'re mighty smart, _don\'t_ you?'}"
140,"{'ca': 'Podria apallissar-vos tenint una ma lligada al meu darrera, si volia.', 'en': 'I could lick you with one hand tied behind me, if I wanted to.""'}"
141,"{'ca': '-Bé, per que no voleu fer-ho?', 'en': '""Well why don\'t you _do_ it?'}"
142,"{'ca': 'Perque vós dieu que podeu fer-ho.', 'en': 'You _say_ you can do it.""'}"
143,"{'ca': '-Bé, ho faré, si beneitegeu gaire.', 'en': '""Well I _will_, if you fool with me.""'}"
144,"{'ca': '-Oh! sí… He vist famílies senceres en el mateix compromís.', 'en': '""Oh yes--I\'ve seen whole families in the same fix."" ""Smarty!'}"
145,"{'ca': '-Murri! Us penseu que sou algú: veritat? -Ai, ai!', 'en': ""You think you're _some_, now, _don't_ you?""}"
146,"{'ca': 'Quín capell!', 'en': 'Oh, what a hat!""'}"
147,"{'ca': '-Podeu abonyegar-lo, aquest capell, si no us plau.', 'en': '""You can lump that hat if you don\'t like it.'}"
148,"{'ca': 'Llengua que no li deu una patacada: qui li doni una patacada, rebra.', 'en': 'I dare you to knock it off--and anybody that\'ll take a dare will suck eggs.""'}"
149,"{'ca': '-Sou un mentider.', 'en': '""You\'re a liar!""'}"
150,"{'ca': '-Vós en sou un altre.', 'en': '""You\'re another.""'}"
151,"{'ca': '-Us baralleu de per riure, i no goseu començar.', 'en': '""You\'re a fighting liar and dasn\'t take it up.""'}"
152,"{'ca': '-Vejam… fugiu-me del davant!', 'en': '""Aw--take a walk!""'}"
153,"{'ca': '-Escolteu: si ha de durar gaire més aquest desvergonyiment, agafo una pedra i us enceto el cap.', 'en': '""Say--if you give me much more of your sass I\'ll take and bounce a rock off\'n your head.""'}"
154,"{'ca': '-Oh! És clar que ho fareu.', 'en': '""Oh, of _course_ you will.""'}"
155,"{'ca': '-Bé, doncs, ho faré.', 'en': '""Well I _will_.""'}"
156,"{'ca': '-Bé, per que no ho feu, doncs?', 'en': '""Well why don\'t you _do_ it then?'}"
157,"{'ca': 'Per que aneu dient que ho fareu?', 'en': 'What do you keep _saying_ you will for?'}"
158,"{'ca': 'Per que no ho feu?', 'en': ""Why don't you _do_ it?""}"
159,"{'ca': 'És perque teniu por.', 'en': 'It\'s because you\'re afraid.""'}"
160,"{'ca': '-No en tinc, de por.', 'en': '""I _ain\'t_ afraid.""'}"
161,"{'ca': '-Sí que en teniu.', 'en': '""You are.""'}"
162,"{'ca': '-No, que no en tinc.', 'en': '""I ain\'t.""'}"
163,"{'ca': '-Sí que en teniu.', 'en': '""You are.""'}"
164,"{'ca': ""Una altra pausa, i més ullades i borneig, l'un al volt de l'altre."", 'en': 'Another pause, and more eying and sidling around each other.'}"
165,"{'ca': 'Al cap de poc estigueren espatlla contra espatlla.', 'en': 'Presently they were shoulder to shoulder.'}"
166,"{'ca': 'Tom digué:', 'en': 'Tom said:'}"
167,"{'ca': ""-Aneu-vos-en d'aquí."", 'en': '""Get away from here!""'}"
168,"{'ca': '-Aneu-vos-en vós.', 'en': '""Go away yourself!""'}"
169,"{'ca': '-No vull, en bona refe.', 'en': '""I won\'t.""'}"
170,"{'ca': '-En bona refe, no vull.', 'en': '""I won\'t either.""'}"
171,"{'ca': ""Així romangueren, cadascú amb un peu fent angle, com un estrep, i tots dos empenyent, que més no podien, i mirant-se amb les celles arrufades d'odi; pero cap dels dos no pogué guanyar aventatge."", 'en': 'So they stood, each with a foot placed at an angle as a brace, and both shoving with might and main, and glowering at each other with hate. But neither could get an advantage.'}"
172,"{'ca': 'Després de lluitar fins que tots dos foren arborats i envermellits, cadascú relaxa la seva tensió amb vigilant cautela, i Tom digué:', 'en': 'After struggling till both were hot and flushed, each relaxed his strain with watchful caution, and Tom said:'}"
173,"{'ca': '-Sou un covard i un cadellet.', 'en': '""You\'re a coward and a pup.'}"
174,"{'ca': 'Li parlaré de vós al meu germa gran, i ell us pot ben estabornir, i jo li diré que ho faci.', 'en': 'I\'ll tell my big brother on you, and he can thrash you with his little finger, and I\'ll make him do it, too.""'}"
175,"{'ca': ""-Que se me'n dóna, del vostre germa gran?"", 'en': '""What do I care for your big brother?'}"
176,"{'ca': ""Tinc un germa que és més gran que no pas ell; i, fins i tot, pot engegar-lo per damunt d'aquest clos.-"", 'en': 'I\'ve got a brother that\'s bigger than he is--and what\'s more, he can throw him over that fence, too.""'}"
177,"{'ca': '(Tots dos germans eren imaginaris).', 'en': '[Both brothers were imaginary.]'}"
178,"{'ca': '-Aixo és una bola.', 'en': '""That\'s a lie.""'}"
179,"{'ca': '-Perque vos ho digueu, no vol dir que en sigui.', 'en': '""_Your_ saying so don\'t make it so.""'}"
180,"{'ca': 'Tom féu una ratlla en la pols amb el seu dit gros, i digué:', 'en': 'Tom drew a line in the dust with his big toe, and said:'}"
181,"{'ca': ""-Llengua que no camineu damunt d'aixo."", 'en': '""I dare you to step over that, and I\'ll lick you till you can\'t stand up.'}"
182,"{'ca': 'I si ho feu us aporrinaré fins a aclotellar-vos en terra.', 'en': 'Anybody that\'ll take a dare will steal sheep.""'}"
183,"{'ca': 'Qualsevol que tingui llengua es guanyara un pebrot.', 'en': 'The new boy stepped over promptly, and said:'}"
184,"{'ca': 'El noi nou ho petja cuitosament, i digué:', 'en': '""Now you said you\'d do it, now let\'s see you do it.""'}"
185,"{'ca': '-Heu dit que ho faríeu: ara vejam com ho feu.', 'en': '""Don\'t you crowd me now; you better look out.""'}"
186,"{'ca': '-No em feu més nosa, ja: val més que us en aneu a pendre la fresca. -Bé: heu dit que ho faríeu… Per que no ho feu? -Vatuanada!', 'en': '""Well, you _said_ you\'d do it--why don\'t you do it?""'}"
187,"{'ca': 'Ho faig per dos centims.', 'en': '""By jingo! for two cents I _will_ do it.""'}"
