id,translation
24,"{'ca': ""-O-o-o Tom! Sentí una fressa lleu al darrera, i es gira a temps per a agafar un petit minyó per l'extrem de son gec, i aturar la seva fugida. -Té!"", 'de': 'Hinter ihr wurde ein schwaches Geräusch hörbar und sie wandte sich noch eben rechtzeitig um, um einen kleinen Burschen zu erwischen und an der Flucht zu hindern. ,,Also, da steckst du?'}"
25,"{'ca': 'Hauria hagut de pensar en aquest recambró.', 'de': 'An die Speisekammer habe ich freilich nicht gedacht!'}"
26,"{'ca': 'Que hi féieu, aquí dins?', 'de': 'Was hast du denn da wieder gemacht, he?""'}"
27,"{'ca': '-Res.', 'de': ',,Nichts.""'}"
28,"{'ca': '-Res!', 'de': ',,Nichts!'}"
29,"{'ca': 'Mireu-vos les mans i mireu-vos la boca.', 'de': 'Schau deine Hände an und deinen Mund.'}"
30,"{'ca': '-No ho sé, tia.', 'de': 'Was ist das?""'}"
31,"{'ca': '-Bé, jo sí, que ho sé.', 'de': ',,Bei Gott, ich weiß es nicht, Tante!""'}"
32,"{'ca': 'És melmelada: vet aquí el que és.', 'de': "",,Aber _ich_ weiß es, 's ist Marmelade.""}"
33,"{'ca': 'Us he dit quaranta vegades que si no deixaveu la melmelada tranquila us llevaria la pell.', 'de': 'Wie oft habe ich dir gesagt, wenn du über die Marmelade gingest, würde ich dich bläuen.'}"
34,"{'ca': 'Deu-me aquell fuet.', 'de': 'Gib mir den Stock her!""'}"
35,"{'ca': ""El fuet fou brandat per l'aire."", 'de': 'Der Stock zitterte in ihren Händen.'}"
36,"{'ca': 'El perill era desesperat.', 'de': 'Die Gefahr war dringend.'}"
37,"{'ca': '-Ui! Mireu al darrera vostre, tia!', 'de': ',,Holla, Tante, sieh dich mal schnell um!""'}"
38,"{'ca': ""La vella senyora es gira arremolinadament, i arrabassa les faldilles cap enfora de l'amenaça; i el minyó fugí tot seguit, s'enfila damunt el clos d'altes estaques, i desaparegué a l'altra banda."", 'de': 'Die alte Dame fuhr herum und brachte ihre Röcke in Sicherheit, während der Bursche, den Augenblick wahrnehmend, auf den hohen Bretterzaun kletterte und jenseits verschwand.'}"
39,"{'ca': 'La tia Polly romangué sorpresa un moment i en acabat esclatá en una dolça rialla.', 'de': 'Tante Polly stand sprachlos, dann begann sie gutmütig zu lächeln.'}"
40,"{'ca': '-Diastre de noi!', 'de': ',,Der Kuckuck hole den Jungen!'}"
41,"{'ca': ""Mireu's que és prou, que jo mai pugui escarmentar!"", 'de': 'Werde ich denn das niemals lernen?'}"
42,"{'ca': ""No m'ha fet prou martingales, perque ara m'emprengui de sotjar-lo?"", 'de': 'Hat er mir denn nicht schon Streiche genug gespielt, daß ich immer wieder auf den Leim krieche?'}"
43,"{'ca': 'Pero un vell ximple és el pitjor dels ximples. Un gos vell no apren cap traça nova, com diu la dita.', 'de': 'Aber alte Torheit ist die größte Torheit, und ein alter Hund lernt keine neuen Kunststücke mehr.'}"
44,"{'ca': ""Tanmateix, en nom de Déu, ell no s'empesca mai les mateixes coses dues vegades seguides; i com pot coneixer un hom la que ha de venir?"", 'de': 'Aber, du lieber Gott, er macht jeden Tag neue, und wie kann jemand bei ihm wissen, was kommt!'}"
45,"{'ca': ""Sembla talment que sapiga per quant de temps podra de consumir-me les sangs sense que m'arribi a arborar, i sap que, si arriba a aconseguir de deixar-me en bitza per un minut o fer-me riure, jo m'aplaco i no puc ventar-li patacada."", 'de': 'Es scheint, er weiß ganz genau, wie lange er mich quälen kann, bis ich dahinter komme, und ist gar zu gerissen, wenn es gilt, etwas ausfindig zu machen, um mich für einen Augenblick zu verblüffen oder mich wider Willen lachen zu machen, es ist immer dieselbe Geschichte, und ich bringe es nicht fertig, ihn zu prügeln.'}"
46,"{'ca': 'No hi compleixo pas la meva obligació amb aquest noi; i aquesta és la santa veritat, Déu ho sap.', 'de': ""Ich tue meine Pflicht nicht an dem Knaben, wie ich sollte, Gott weiß es. ,Spare die Rute, und du verdirbst dein Kind', heißt es.""}"
47,"{'ca': 'Planyer el bastó malmet el minyó, com diu la Bíblia.', 'de': ""Ich begehe vielleicht unrecht und kann es vor mir und ihm nicht verantworten, fürcht' ich.""}"
48,"{'ca': ""Deixo que el pecat s'amuntegui, i pago la pena per tots dos, massa que ho veig."", 'de': 'Er steckt voller Narrenspossen und allerhand Unsinn -- aber einerlei!'}"
49,"{'ca': 'És un vailet endimoniat; pero, caram!, és el noi de la meva germana morta, pobrissona!, i no tinc cor de ventar-li fuetada, sigui com sigui.', 'de': 'Er ist meiner toten Schwester Kind, ein armes Kind, und ich habe nicht das Herz, ihn irgendwie am Gängelband zu führen.'}"
50,"{'ca': ""Cada vegada que el deixo anar, la consciencia em puny de allo més; i cada vegada que l'aporrino el cor se'm trenca."", 'de': 'Wenn ich ihn sich selbst überlasse, drückt mich mein Gewissen, und so oft ich ihn schlagen muß, möchte mit das alte Herz brechen.'}"
51,"{'ca': ""Tanmateix, home nat de dona és de pocs dies i ple de tribulacions, com diu l'Escriptura, i és la massíssima veritat."", 'de': ""Nun, mag's drum sein, der weibgeborene Mensch bleibt halt sein ganzes Leben durch in Zweifel und Irrtum, wie die heilige Schrift sagt, und ich denke, es ist so.""}"
52,"{'ca': 'Fara campana aquesta tarda, i no tindré més remei que fer-lo treballar dema, per a castigar-lo.', 'de': 'Er wird wieder den ganzen Abend Blindekuh spielen, und ich sollte ihn von Rechts wegen, um ihn zu strafen, morgen arbeiten lassen.'}"
53,"{'ca': 'És ben dur de fer-lo treballar els dissabtes, quan tots els minyons fan festa; pero ell té més rancúnia al treball que a cap altra cosa, i, no hi ha més, he de complir amb ell una mica de la meva obligació, o seré la seva ruina.', 'de': 'Es ist wohl hart für ihn, am Samstag stillzusitzen, wenn alle anderen Knaben Feiertag haben, aber er haßt Arbeit mehr als irgend sonst was, und ich will meine Pflicht an ihm tun, oder ich würde das Kind zu Grunde richten.""'}"
54,"{'ca': 'Tom va fer campana, i va passar una gentil estona.', 'de': 'Tom spielte Blindekuh und fühlte sich sehr wohl dabei.'}"
55,"{'ca': ""Torna a casa amb prou feines a temps d'ajudar Jim, el vailet negre, a serrar la llenya del dia següent; i partí les teies abans de sopar, o almenys estigué allí a una hora escaient per a dir ses aventures a Jim, mentre Jim feia les tres quartes parts de la feina."", 'de': 'Zur rechten Zeit kehrte er ganz frech nach Hause zurück, um Jim, dem kleinen, farbigen Bengel, zu helfen, noch vor Tisch das Holz für den nächsten Tag zu sägen und zu spalten -- und schließlich hatte er Jim die Abenteuer des Tages erzählt, während Jim drei Viertel der Arbeit getan hatte.'}"
56,"{'ca': 'El germa petit de Tom (o, millor, germanastre), Sid, estava ja enfeinat en la seva contribució al treball (arreplegant les miques de fusta), perque era un noi tranquil, i no pas de mena aventurera ni enquimeradora.', 'de': 'Toms jüngerer Bruder (oder vielmehr Halbbruder) Sid war bereits fertig mit seinem Anteil an der Arbeit, dem Zusammenlesen des Holzes, denn er war ein phlegmatischer Junge und hatte keinerlei Abenteuer und kühne Unternehmungen.'}"
57,"{'ca': ""Mentre Tom anava menjant-se el seu sopar i robava el sucre en oferir-se-n'hi avinentesa, la tia Polly li feia preguntes que eren plenes d'artifici i molt pregones, perque volia atrapar-lo en revelacions perjudicials."", 'de': 'Während Tom nun seine Suppe aß und nach Möglichkeit Zuckerstückchen stahl, stellte Tante Polly allerhand Fragen an ihn, arglistige und verfängliche Fragen, denn sie brannte darauf, ihn in eine Falle zu locken.'}"
58,"{'ca': ""Com esdevé a moltes altres animes senzilles, la seva vanitat predilecta era de creure que tenia un talent especial per a l'ombrívola i misteriosa diplomacia, i li plaia de considerar sos enginys més transparents com a meravelles d'extraordinaria trapelleria."", 'de': 'Wie so viele gutherzige Geschöpfe, bildete sie sich auf ihr Talent in der höheren Diplomatie nicht wenig ein und betrachtete ihre sehr durchsichtigen Anschläge als wahre Wunder inquisitorischer Verschlagenheit.'}"
59,"{'ca': ""-Tom- digué ella -feia bastanta calor a l'escola: veritat?"", 'de': ',,Tom,"" sagte sie, ,,es war wohl ziemlich heiß in der Schule?""'}"
60,"{'ca': '-Sí, senyora.', 'de': ',,M -- ja""'}"
61,"{'ca': '-Molta calor: veritat?', 'de': ',,_Sehr_ heiß, he?""'}"
62,"{'ca': '-Sí, senyora.', 'de': ',,M -- ja.""'}"
63,"{'ca': ""-No teníeu ganes de rabejar-vos una mica a l'aigua, Tom?"", 'de': ',,Hattest du nicht Lust, zum Schwimmen zu gehen?""'}"
64,"{'ca': ""Tom es sentí ferit d'un bri d'alarma, d'un toc de sospita inquieta."", 'de': 'Tom stutzte -- ein ungemütlicher Verdacht stieg in ihm auf.'}"
65,"{'ca': 'Escruta la cara de la tia Polly, pero ella no li digué res.', 'de': 'Er schaute forschend in Tante Pollys Gesicht, aber es war nichts darin zu lesen.'}"
66,"{'ca': 'Així és que féu: -No sé…, és a dir, no molt.', 'de': 'So sagte er: ,,Nein -- das heißt -- nicht so sehr.""'}"
67,"{'ca': 'La vella senyora estengué la seva ma i toca la camisa de Tom, i digué: -Pero tampoc no esteu massa calent, ara.', 'de': 'Die alte Dame streckte ihre Hand nach ihm aus, befühlte seinen Kragen und sagte: ,,Jetzt, scheint mir, kann dir jedenfalls nicht mehr zu warm sein, nicht?""'}"
68,"{'ca': ""I li fou cosa afalagadora, de reflexionar que ella havia descobert que la camisa era seca, sense que ningú s'adonés que aixo era la cosa que portava al magí."", 'de': 'Auf diese Art, dachte sie, habe sie sich von der vollkommenen Trockenheit seines Kragens überzeugt, ohne ihre wahre Absicht von fern merken zu lassen.'}"
69,"{'ca': ""Pero, a desgrat d'ella, Tom ara sabia d'on venia el vent."", 'de': 'Aber Tom hatte trotzdem begriffen, woher der Wind wehte.'}"
70,"{'ca': 'Així és que preveié quína seria la vinent jugada.', 'de': 'So beeilte er sich wohlweislich, allen etwaigen Fragen zuvorzukommen.'}"
71,"{'ca': '-Alguns de nosaltres ens mullarem el cap sota la bomba… Jo encara el tinc humit. Veieu?', 'de': ',,Einige von uns haben sich den Kopf unter die Pumpe gehalten -- meiner ist noch feucht -- fühl nur.""'}"
72,"{'ca': 'La tia Polly va enrabinar-se de pensar que havia passat per alt aquell bocí de prova circumstancial i negligit una pista.', 'de': 'Tante Polly ärgerte sich, eine so wichtige Indizie übersehen zu haben; so hatte sie von vornherein ihre Waffen aus der Hand gegeben.'}"
73,"{'ca': 'Aleshores digué, amb nova inspiració:', 'de': 'Dann kam ihr aber ein neuer Gedanke.'}"
74,"{'ca': ""-Tom: no us calgué pas d'arrencar el coll de la camisa d'alla on jo l'havia cosit, per mullar-vos el cap: oi?"", 'de': ',,Tom, du hast doch wohl nicht den Kragen, den ich dir an die Jacke genäht hatte, beim Unter-die-Pumpe-halten des Kopfes abgenommen?'}"
75,"{'ca': 'Descordeu-vos el gec!', 'de': 'Mach doch mal die Jacke auf!""'}"
76,"{'ca': ""A la cara de Tom s'hi esvaí la preocupació."", 'de': 'Toms Mienen hellten sich auf.'}"
77,"{'ca': 'Obrí son gec.', 'de': 'Er öffnete seine Jacke.'}"
78,"{'ca': 'Son coll de camisa estava solidament cosit.', 'de': 'Sein Kragen saß ganz fest.'}"
79,"{'ca': '-Dolentot!', 'de': ',,Wirklich.'}"
80,"{'ca': 'Bé, ja podeu tocar pirandó.', 'de': ""Na 's ist gut, du kannst gehen.""}"
81,"{'ca': 'Estava segura que havíeu fet el plaga i havíeu anat a nedar.', 'de': 'Ich hätte darauf geschworen, daß du im Wasser gewesen seiest.'}"
82,"{'ca': ""Pero us perdono. Tom: em fa l'efecte que sou una mena de gat escaldat, com diu la gent… i millor del que sembleu, per aquesta vegada."", 'de': 'Nun, dir geht es diesmal wie der gebrannten Katze, ich habe dich zu Unrecht in Verdacht gehabt -- _diesmal_, Tom.""'}"
83,"{'ca': ""Mig li recava que la seva sagacitat hagués fet fallida, i mig s'alegrava que Tom s'hagués ensopegat, per una vegada, a servar obedient conducta."", 'de': 'Sie war halb verdrießlich, so aus dem Felde geschlagen zu sein, und doch freute sie sich, daß Tom doch wirklich mal gehorsam gewesen war.'}"
84,"{'ca': 'Pero Sidney digué: -Bé, jo diria que li havíeu cosit el coll amb fil blanc; pero ara és negre.', 'de': 'Plötzlich sagte Sidney: ,,Ich hab\' aber doch gesehen, daß du seinen Kragen mit weißem Zwirn genäht hast -- und jetzt ist er auf einmal schwarz!""'}"
85,"{'ca': '-Oital, si el vaig cosir amb fil blanc!', 'de': ',,Freilich hab\' ich weißen genommen -- Tom!""'}"
86,"{'ca': ""Tom! Pero Tom no n'espera l'acabament. En passar la porta, digué:"", 'de': 'Aber Tom hatte sich schon aus dem Staube gemacht. ,,Na, warte, Sidney, das sollst du mir büßen,"" damit war er aus der Tür.'}"
87,"{'ca': ""-Siddy, aixo et valdra una pallissa. En un indret segur, Tom examina dues grans agulles clavades a les gires del seu gec; i estaven enfilades, l'una enfilada de fil blanc i l'altra de negre."", 'de': 'An einem sicheren Plätzchen beschaute Tom dann zwei lange Nadeln, welche unter dem Kragen seines Rockes steckten, die eine mit schwarzem, die andere mit weißem Zwirn.'}"
88,"{'ca': ""-Mai no n'hauria hagut esment, si no hagués estat per Sid."", 'de': ',,Sie allein hätte es nie gemerkt,"" dachte er, ,,ohne diesen Sid.'}"
89,"{'ca': ""Llamp! De vegades ella ho cus amb fil blanc, i de vegades ho cus amb fil negre. Voldria, en nom de Déu, que sempre ho fes amb l'un o amb l'altre: no puc estar tan amatent als canvis."", 'de': 'Einmal schwarzen, das andere Mal weißen -- zum Teufel, ich wollte, sie entschiede sich für einen, damit ich wüßte, woran ich wäre.'}"
90,"{'ca': ""Pero em jugo qualsevol cosa que a Sid l'estaborniré."", 'de': 'Und Sid -- na, seine Prügel sind ihm sicher; wenn ich\'s nicht tue, soll man mir die Ohren abschneiden.""'}"
91,"{'ca': 'Li daré una lliçó! Tom no era pas el noi model del poblet.', 'de': 'Tom war kein Musterknabe, aber er kannte einen und haßte ihn von Herzen.'}"
92,"{'ca': 'Al cap de dos minuts, o menys i tot, havia oblidat tots els seus mals de cap.', 'de': 'Ein Augenblick -- und Tom hatte alle seine Kümmernisse vergessen.'}"
93,"{'ca': ""No era perque sos mals de cap fossin per a ell ni una mica mica menys amargs i atuidors que els d'un home gran per a un home gran, sinó perque un nou i poderós interes els passa al davant, i els esvaí per aquella estona en la seva ment; igual que els infortunis dels homes són oblidats en l'exaltació de les empreses noves."", 'de': 'Nicht, daß sie auf einmal geringer geworden wären oder weniger auf dem Herzen des kleinen Mannes gelastet hätten, -- aber Tom hatte eine neue, wundervolle Beschäftigung, und die richtete ihn auf und half ihm über alles hinweg -- für den Augenblick; wie eben ein Mann alles Mißgeschick beim Gedanken an neue Taten verschmerzt.'}"
94,"{'ca': ""Aquest nou interes era una valuosa novetat en l'art de xiular, que acabava d'adquirir d'un negre; i ell es delia per ensinistrar-s'hi sense noses."", 'de': 'Diese neue Beschäftigung war eine ganz neue Art, zu pfeifen, die ihm irgend ein Negerbengel vor kurzem beigebracht hatte, und die jetzt ungestört geübt werden mußte.'}"
95,"{'ca': 'Consistia en un peculiar caient ocellívol, una mena de líquid refilet, que hom produia per un contacte de la llengua amb el paladar, a breus intervals, en mig de la música.', 'de': 'Die wichtige Erfindung beruhte auf einem vogelartigen, schmetternden Triller, mit gleichzeitigem, durch Zungenschlag hervorgebrachten Geschwindmarsch von Tönen.'}"
96,"{'ca': 'El lector probablement recorda com es fa, si mai ha estat noi.', 'de': 'Der Leser weiß, wie man diese delikate Musik ausübt -- oder er ist niemals jung gewesen.'}"
97,"{'ca': ""Diligencia i atenció aviat aconseguiren de fer-l'hi dominar, i ell baixa a grans passes pel carrer, amb la boca plena d'harmonia i l'anima plena de gratitud."", 'de': 'Tom hatte mit Fleiß und Aufmerksamkeit bald den Trick heraus und schlenderte, den Mund voll Harmonie und Stolz im Herzen, die Dorfstraße hinunter.'}"
98,"{'ca': ""Sos sentiments eren ben iguals als d'un astronom que ha descobert un nou planeta."", 'de': 'Er fühlte sich wie ein Sterngucker, der ein neues Gestirn entdeckt hat.'}"
99,"{'ca': ""Sens dubte, pel que pertoca a un plaer intens, pregon, sense mescla, l'aventatge era per al noi i no pas per a l'astronom."", 'de': 'Nur daß keines Sternguckers Freude und Genugtuung so tief und ungetrübt hatte sein können wie die Toms.'}"
100,"{'ca': ""Les tardes d'istiu són llargues. Encara no era fosc."", 'de': 'Der Sommerabend war lang und noch hell.'}"
101,"{'ca': 'De cop i volta, Tom para de xiular.', 'de': 'Plötzlich hörte Tom auf zu pfeifen.'}"
102,"{'ca': 'Tenia al davant un estrany: un noi una mica més gran que ell.', 'de': 'Ein Fremder stand vor ihm, ein Bursche, kaum größer als er selbst.'}"
103,"{'ca': 'Un nou vingut de qualsevol edat o sexe era una colpidora curiositat en el pobre poblet de Sant Petersburg.', 'de': 'Eine neue Bekanntschaft, einerlei, welchen Alters und Geschlechts, war in dem armseligen, kleinen St. Petersburg schon ein Ereignis.'}"
104,"{'ca': 'A més, el noi anava ben vestit: ben vestit en dia de feina.', 'de': 'Dieser Bursche war gut gekleidet -- zu gut für einen Werktag.'}"
105,"{'ca': 'Aixo era simplement astorador.', 'de': 'Sonderbar.'}"
106,"{'ca': 'Sa gorra era una cosa bonica. Son gec de tela blava, ajustadament cordat, era nou i airós, i també ho eren sos pantalons.', 'de': 'Seine Mütze war zierlich, seine enganliegende blaue Jacke neu und sauber, ebenso seine Hose.'}"
107,"{'ca': 'Duia sabates, i aixo que tot just era divendres.', 'de': 'Er hatte Schuhe an, und es war erst Freitag!'}"
108,"{'ca': 'Fins i tot portava corbata, un bocí brillant de cinta.', 'de': 'Er hatte sogar ein Halstuch um, ein wahres Monstrum von einem Tuch.'}"
109,"{'ca': 'Tenia un taranna aciutadanat que removia les entranyes de Tom.', 'de': 'Überhaupt hatte er etwas an sich, was den Naturmenschen in Tom herausforderte.'}"
110,"{'ca': ""Quant més Tom badava en front de l'esplendida meravella, més arremangava el nas, impressionat per aquella bellor, i li semblava que son propi abillament es tornava més i més arrossinat."", 'de': 'Je mehr Tom das neue Weltwunder anstarrte, um so mehr rümpfte er die Nase über solche Geziertheit, und sein eigenes Äußere erschien ihm immer schäbiger.'}"
111,"{'ca': 'Cap dels dos nois parlava.', 'de': 'Beide schwiegen.'}"
112,"{'ca': ""Si l'un es movia, l'altre es movia; pero només que de flanc, en un cercle. Es mantingueren faç contra faç i fit a fit tota l'estona."", 'de': 'Wollte einer ausweichen, so wollte auch der andere ausweichen, natürlich nach derselben Seite.'}"
113,"{'ca': 'A la fi, Tom digué:', 'de': 'So schauten sie lange einander herausfordernd in die Augen.'}"
114,"{'ca': '-Puc apallissar-vos!', 'de': 'Endlich sagte Tom:'}"
115,"{'ca': '-Em plauria de veure com ho intenteu.', 'de': ',,Soll ich dich prügeln?""'}"
116,"{'ca': '-Bé, doncs, puc escometre-ho.', 'de': ',,Das möchte ich doch erst einmal sehen!""'}"
117,"{'ca': '-No, que no podeu, tanmateix.', 'de': ',,Das wirst du _allerdings_ sehen!""'}"
118,"{'ca': '-Sí, que puc.', 'de': ',,Du kannst es ja gar nicht!""'}"
119,"{'ca': '-No, que no podeu.', 'de': ',,_Wohl_ kann ich\'s!""'}"
120,"{'ca': '-Puc.', 'de': ',,Pah!""'}"
121,"{'ca': '-No podeu.', 'de': ',,_Wohl_ kann ich\'s!""'}"
122,"{'ca': '-Puc.', 'de': ',,Nicht wahr!""'}"
123,"{'ca': '-Que no.', 'de': ',,_Doch_ wahr!""'}"
124,"{'ca': 'Hi hagué una pausa inconfortable.', 'de': 'Eine ungemütliche Pause.'}"
125,"{'ca': 'Aleshores Tom digué:', 'de': 'Darauf wieder Tom: ,,Wie heißt du denn?""'}"
126,"{'ca': '-Com us dieu? -No és cosa del vostre ram. .', 'de': ',,Das geht dich nichts an, Straßenjunge!""'}"
127,"{'ca': '-Bé, doncs, jo ara en puc fer una cosa del meu ram.', 'de': ',,Ich will dir schon zeigen, daß mich\'s was angeht!""'}"
128,"{'ca': '-Bé, i per que no ho proveu?', 'de': ',,Na, warum _tust_ du\'s denn nicht?""'}"
129,"{'ca': '-Si parleu gaire, ho faré.', 'de': ',,Wenn du noch viel sagst, _tu_ ich\'s!""'}"
130,"{'ca': '-Gaire… gaire… gaire…!', 'de': ',,Viel -- viel -- viel, -- so, nun tu\'s!""'}"
131,"{'ca': ""Que me'n doneu, de fil! -Oh! Us penseu que sou molt viu: oi?"", 'de': ',,Ach, du hältst dich wohl für mehr als mich?'}"
132,"{'ca': 'Podria apallissar-vos tenint una ma lligada al meu darrera, si volia.', 'de': 'Wenn ich nur wollte, könnte ich dich mit einer Hand unterkriegen!""'}"
133,"{'ca': '-Bé, per que no voleu fer-ho? Perque vós dieu que podeu fer-ho.', 'de': "",,Na, warum _tust_ du's denn nicht?""}"
134,"{'ca': '-Bé, ho faré, si beneitegeu gaire.', 'de': 'Du _sagst_ nur immer, daß du\'s kannst!""'}"
135,"{'ca': '-Oh! sí… He vist famílies senceres en el mateix compromís.', 'de': ',,Wenn du frech wirst, tu ich\'s!""'}"
136,"{'ca': '-Murri! Us penseu que sou algú: veritat? -Ai, ai!', 'de': ',,Pah -- das kann jeder sagen!""'}"
137,"{'ca': 'Quín capell!', 'de': ',,Du bist wohl was Rechts, du Windhund!""'}"
138,"{'ca': '-Podeu abonyegar-lo, aquest capell, si no us plau.', 'de': ',,Was du für einen dummen Hut aufhast!""'}"
139,"{'ca': 'Llengua que no li deu una patacada: qui li doni una patacada, rebra.', 'de': ',,Wenn er dir nicht gefällt, kannst du ihn ja herunterschlagen!'}"
140,"{'ca': '-Sou un mentider.', 'de': ',,Lügner!""'}"
141,"{'ca': '-Vós en sou un altre.', 'de': ',,Selbst Lügner!""'}"
142,"{'ca': '-Us baralleu de per riure, i no goseu començar.', 'de': ',,Prahlhans, du bist ja zu feig!""'}"
143,"{'ca': '-Vejam… fugiu-me del davant!', 'de': ',,Ach, mach, daß du weiter kommst!""'}"
144,"{'ca': '-Escolteu: si ha de durar gaire més aquest desvergonyiment, agafo una pedra i us enceto el cap.', 'de': ',,Du, wenn du noch lange Blödsinn schwatzt, schmeiß ich dir \'nen Stein an den Kopf!""'}"
145,"{'ca': '-Oh! És clar que ho fareu.', 'de': ',,Na, so wag\'s doch!""'}"
146,"{'ca': '-Bé, doncs, ho faré.', 'de': ',,Ich tu\'s auch!""'}"
147,"{'ca': '-Bé, per que no ho feu, doncs?', 'de': "",,Warum tust du's denn nicht?""}"
148,"{'ca': 'Per que aneu dient que ho fareu?', 'de': ""Du _sagst_ es ja immer nur. Tu's doch mal!""}"
149,"{'ca': 'Per que no ho feu?', 'de': 'Du bist ja zu bange!""'}"
